id,label,attr_0,attr_1,attr_2
1,R1,8993,7943,5887
2,R2,8270,9899,5296
3,R3,368,2511,4988
4,R4,3701,549,6753
5,R5,1173,9078,3405
6,R6,9729,8089,4237
7,R7,2636,8301,1696
8,R8,7814,4148,6868
9,R9,8486,8615,6624
10,R10,6255,8390,3040
11,R11,6120,1086,6805
12,R12,8988,7249,5076
13,R13,1308,768,5788
14,R14,4749,508,8560
15,R15,3875,685,5171
16,R16,5167,8692,9427
17,R17,9645,8629,1892
18,R18,8056,5060,9820
19,R19,3644,4839,2277
20,R20,2088,5537,7217
21,R21,7832,5324,7186
22,R22,4138,3,9571
23,R23,4216,6171,7568
24,R24,656,2259,7931
25,R25,5418,5215,4839
26,R26,9676,9722,3990
27,R27,8757,8588,9888
28,R28,9406,8988,241
29,R29,2403,6542,3625
30,R30,3826,3417,434
31,R31,4149,8927,4868
32,R32,5471,8632,5537
33,R33,3667,7783,7269
34,R34,284,5838,848
35,R35,7138,3039,6943
36,R36,9433,1153,9590
37,R37,1601,8331,2456
38,R38,331,4641,1334
39,R39,5912,3356,6642
40,R40,960,7692,4224
41,R41,7857,4914,8904
42,R42,7404,8921,2331
43,R43,387,3660,2347
44,R44,4391,2026,762
45,R45,7028,5157,579
46,R46,4999,8788,4127
47,R47,6544,9424,6863
48,R48,3561,3009,4913
49,R49,5994,4141,8280
50,R50,1505,2528,6053
51,R51,8925,6373,9331
52,R52,9410,8986,8721
53,R53,1286,1924,7044
54,R54,7285,771,5992
55,R55,2673,370,2547
56,R56,7798,6048,9604
57,R57,4192,6480,9772
58,R58,3497,8111,8350
59,R59,2987,6858,6314
60,R60,2398,8106,8011
61,R61,348,2276,2795
62,R62,983,3543,6109
63,R63,1447,6972,1696
64,R64,3831,828,5636
65,R65,3295,5544,2333
66,R66,1329,2866,5034
67,R67,7953,5750,7740
68,R68,6857,1327,7755
69,R69,8306,5754,2473
70,R70,9301,6452,1366
71,R71,5802,3644,8200
72,R72,7007,2558,1280
73,R73,4509,2872,3510
74,R74,2829,7456,73
75,R75,3155,232,6089
76,R76,4387,3815,4712
77,R77,6609,3701,9238
78,R78,3644,1126,2825
79,R79,4790,2758,6830
80,R80,6300,6308,9533
81,R81,1108,9053,7527
82,R82,5352,7398,8047
83,R83,3805,3082,5617
84,R84,9217,6049,7900
85,R85,708,2164,8092
86,R86,7253,6644,1443
87,R87,8458,2177,5917
88,R88,420,264,5493
89,R89,9112,5671,7446
90,R90,9851,5443,7687
91,R91,2917,7980,9705
92,R92,5619,6620,8809
93,R93,7426,6006,440
94,R94,1279,6732,1011
95,R95,7364,8775,4726
96,R96,9941,2678,4122
97,R97,9353,8250,1720
98,R98,5581,178,9701
99,R99,8660,2695,6118
100,R100,6571,5328,3867
101,R101,4596,7643,3919
102,R102,977,3298,3726
103,R103,4849,3913,4500
104,R104,7909,7951,1569
105,R105,988,546,7289
106,R106,5563,1130,9665
107,R107,509,2992,1016
108,R108,4291,3714,5291
109,R109,1720,7068,8200
110,R110,9809,276,2946
111,R111,3545,9761,7989
112,R112,2461,9128,5970
113,R113,183,4982,7031
114,R114,2384,6726,2402
115,R115,9015,4838,7352
116,R116,1971,6901,3664
117,R117,19,5563,8564
118,R118,9539,3555,8971
119,R119,7552,2559,1631
120,R120,9390,1880,5240
121,R121,6203,6277,457
122,R122,5354,1017,3333
123,R123,5026,1533,9273
124,R124,4418,7311,3885
125,R125,1582,1620,7600
126,R126,7321,1745,7196
127,R127,1234,6095,7398
128,R128,4119,330,5597
129,R129,1383,8112,245
130,R130,9769,6633,9385
131,R131,329,2404,9791
132,R132,1611,5313,3575
133,R133,1322,7308,332
134,R134,8785,9775,341
135,R135,5813,5275,1502
136,R136,2680,1116,8605
137,R137,9491,6705,7766
138,R138,6863,1869,4702
139,R139,5910,8073,5378
140,R140,5292,5189,6773
141,R141,6424,8368,7826
142,R142,7116,8167,9066
143,R143,2195,5523,6898
144,R144,4568,9954,7975
145,R145,6017,9232,6876
146,R146,2273,6986,4473
147,R147,3433,458,9990
148,R148,8799,222,9539
149,R149,3837,5753,818
150,R150,6597,4746,6639
151,R151,9767,4421,930
152,R152,1586,665,6439
153,R153,5399,7961,2091
154,R154,8236,6593,2463
155,R155,386,2656,4677
156,R156,9621,4012,9225
157,R157,5687,5466,2234
158,R158,5995,3593,5467
159,R159,7477,9849,7602
160,R160,5567,8369,3346
161,R161,5521,2197,8865
162,R162,3098,3116,5269
163,R163,7828,6362,2804
164,R164,8305,8099,7387
165,R165,1126,5968,4069
166,R166,7295,3652,3284
167,R167,2640,7292,2266
168,R168,3382,9076,5973
169,R169,9802,6369,4999
170,R170,1890,2291,385
171,R171,6997,114,958
172,R172,7537,2674,5508
173,R173,6233,3440,9663
174,R174,1082,1701,4839
175,R175,4500,805,6887
176,R176,1213,8026,7403
177,R177,266,4239,4841
178,R178,5359,3869,7004
179,R179,9949,3039,2382
180,R180,1270,4106,825
181,R181,726,3471,5960
182,R182,5808,10000,2493
183,R183,9177,1041,2860
184,R184,5292,5426,16
185,R185,517,5118,3568
186,R186,5429,946,3998
187,R187,539,722,6114
188,R188,9504,7049,4491
189,R189,9380,8356,6791
190,R190,3961,8554,8875
191,R191,4656,5722,3797
192,R192,1859,8540,6364
193,R193,4468,5628,6461
194,R194,8317,3259,9307
195,R195,7319,2934,7615
196,R196,3900,1618,9579
197,R197,9945,315,7156
198,R198,6837,1937,7513
199,R199,3971,1563,7343
200,R200,1004,7403,6968
201,R201,4952,7592,2895
202,R202,8279,5649,7157
203,R203,1322,4155,1072
204,R204,8166,9113,1116
205,R205,7136,4247,3434
206,R206,6412,8602,6567
207,R207,9793,8995,9346
208,R208,333,8154,5202
209,R209,1625,2865,3957
210,R210,7548,1063,6296
211,R211,2197,3218,8812
212,R212,1241,749,9065
213,R213,4066,7022,9937
214,R214,8762,3194,4493
215,R215,2839,3970,6944
216,R216,9859,3075,564
217,R217,7927,5855,3149
218,R218,1088,4278,5140
219,R219,7786,9469,5602
220,R220,6748,6672,2905
221,R221,5021,4897,691
222,R222,5242,2475,505
223,R223,5909,4985,214
