id,label,attr_0,attr_1,attr_2
1,R1,6923,8188,3232
2,R2,7743,6305,1830
3,R3,8030,8440,778
4,R4,4834,1433,6597
5,R5,2506,1120,268
6,R6,6364,195,5504
7,R7,720,3302,3313
8,R8,496,330,5210
9,R9,2268,1488,4879
10,R10,5272,314,9769
11,R11,6844,6193,4020
12,R12,8775,7798,1376
13,R13,2451,8141,1446
14,R14,6649,8373,8190
15,R15,9134,5561,9578
16,R16,2040,7039,6101
17,R17,3823,8567,6575
18,R18,4598,1499,4907
19,R19,2101,7849,2478
20,R20,7154,4075,9789
21,R21,4896,2107,856
22,R22,383,7148,7128
23,R23,5151,97,3509
24,R24,704,6995,813
25,R25,2702,7035,1969
26,R26,2447,6705,6458
27,R27,4049,6819,3754
28,R28,9621,2495,5534
29,R29,3085,5120,8362
30,R30,2635,3856,4455
31,R31,6073,2191,637
32,R32,3805,2336,1026
33,R33,5149,9627,8763
34,R34,8518,1478,7802
35,R35,2714,7644,7758
36,R36,5461,3964,2501
37,R37,6225,477,4058
38,R38,1120,6236,7665
39,R39,3894,5737,1853
40,R40,9683,834,8340
41,R41,9637,1437,2156
42,R42,8862,7949,6481
43,R43,2602,8492,549
44,R44,6925,8995,4353
45,R45,6899,4194,3071
46,R46,1335,6908,9050
47,R47,5928,5547,9191
48,R48,1929,9402,1317
49,R49,9711,4222,5788
50,R50,7645,6073,153
51,R51,5765,1673,9248
52,R52,1640,5371,8411
53,R53,396,9746,2450
54,R54,9847,8338,4955
55,R55,8457,3171,1173
56,R56,3866,2089,3584
57,R57,4253,6722,885
58,R58,4564,4894,4951
59,R59,4290,6024,1784
60,R60,1708,5798,5126
61,R61,1537,1027,3210
62,R62,9907,7922,4574
63,R63,149,2518,1249
64,R64,6021,8228,8531
65,R65,4030,9021,4379
66,R66,3082,6801,9072
67,R67,6230,7202,3861
68,R68,9320,3562,2351
69,R69,8531,7234,2270
70,R70,3076,5444,189
71,R71,83,5749,823
72,R72,2275,3535,3784
73,R73,6241,4031,7512
74,R74,3300,6629,3829
75,R75,2080,5640,4145
76,R76,1269,8366,179
77,R77,4365,8104,1116
78,R78,8528,882,695
79,R79,9026,4444,264
80,R80,2494,8607,3896
81,R81,293,6041,9672
82,R82,4386,4745,7268
83,R83,9279,5751,1708
84,R84,3694,3158,2273
85,R85,5981,361,6510
86,R86,5025,652,4779
87,R87,6880,7404,1789
88,R88,6453,8128,2045
89,R89,8453,3878,6791
90,R90,2354,2795,1007
91,R91,646,4507,2914
92,R92,4428,463,4483
93,R93,6338,5090,9987
94,R94,7469,4809,9493
