id,label,attr_0,attr_1,attr_2
1,R1,9042.4,4787,9042.8
2,R2,8786.6,6066,8786.6
3,R3,8376.2,8120,8375.8
4,R4,5875,8825.2,8824.8
5,R5,9421.4,9421.8,2892
6,R6,9183.6,9183.4,4082
7,R7,8012.2,9940,8012.0
8,R8,8781.4,6093,8781.6
9,R9,560,9887.8,9888.2
10,R10,8272.8,8636,8272.6
11,R11,8445,8310.8,8311.0
12,R12,9053.8,9053.8,4730
13,R13,7534,8493.0,8493.0
14,R14,9154,8169.0,8169.2
15,R15,9423.8,9423.8,2882
16,R16,1253,9749.6,9749.4
17,R17,4780,9044.2,9043.8
18,R18,8316,8337.0,8336.6
19,R19,9185.2,9185.0,4074
20,R20,8793.4,6033,8793.6
21,R21,9086.8,4566,9087.0
22,R22,8185,8362.8,8362.8
23,R23,5850,8829.8,8830.2
24,R24,9732.6,9732.2,1338
25,R25,9054,8189.2,8189.0
26,R26,8100.8,8101.0,9495
27,R27,9674.2,1628,9674.2
28,R28,9405,8119.2,8119.2
29,R29,9331.8,3340,9332.2
30,R30,9570.8,2145,9571.0
31,R31,5628,8874.4,8874.2
32,R32,9521.6,9521.6,2392
33,R33,8313.4,8433,8313.6
34,R34,1177,9764.4,9764.8
35,R35,9765.0,9765.0,1176
36,R36,4109,9178.4,9178.2
37,R37,9068,8186.2,8186.6
38,R38,9547.8,9547.8,2261
39,R39,8353.2,8235,8352.8
40,R40,4315,9137.0,9137.0
41,R41,8632.2,8631.8,6840
42,R42,8147.0,9265,8147.2
43,R43,8369.6,8369.8,8152
44,R44,9399.4,9399.8,3002
45,R45,1720,9656.0,9656.2
46,R46,3684,9263.2,9263.2
47,R47,9338.4,9338.6,3307
48,R48,9046.2,4769,9046.4
49,R49,9803.0,9803.4,984
50,R50,4160,9167.8,9168.0
51,R51,8785.4,8785.6,6073
52,R52,8492.8,7536,8492.6
53,R53,8247.0,8247.0,8764
54,R54,6617,8676.6,8676.8
55,R55,3507,9298.8,9298.6
56,R56,8667.0,8667.2,6665
57,R57,8909.8,8910.0,5451
58,R58,9993.0,35,9992.8
59,R59,1519,9696.2,9696.2
60,R60,8622.2,6890,8622.2
61,R61,8435.4,7823,8435.2
62,R62,6200,8760.0,8760.2
63,R63,9630.4,9630.8,1847
64,R64,9772.8,9772.8,1137
65,R65,9595.6,2023,9595.2
66,R66,9381.4,9381.6,3093
67,R67,9028.8,9029.0,4856
68,R68,4564,9087.0,9087.2
69,R69,9691.2,9691.0,1545
70,R70,4510,9098.2,9098.2
71,R71,8681.4,6593,8681.2
72,R72,1428,9714.6,9714.6
73,R73,2721,9455.6,9455.8
74,R74,8193,8361.6,8361.2
75,R75,8009.0,8009.2,9954
76,R76,9062.6,4686,9063.0
77,R77,8210.4,8210.4,8948
78,R78,8018.4,8018.6,9907
79,R79,9076.8,9077.0,4615
80,R80,8838.2,8838.4,5809
81,R81,9851,8030.0,8029.6
82,R82,8340.8,8340.8,8296
83,R83,9309.6,3451,9309.6
84,R84,4027,9194.4,9194.4
85,R85,9506.8,2467,9506.8
86,R86,9064.0,4679,9064.2
87,R87,8405,8318.8,8318.8
88,R88,9263.6,9263.4,3683
89,R89,3377,9324.4,9324.6
90,R90,9854.8,9855.0,726
91,R91,8905.6,5471,8905.8
92,R92,4064,9187.4,9187.4
93,R93,5688,8862.2,8862.2
94,R94,9548,8090.6,8090.6
95,R95,7424,8515.4,8515.4
96,R96,8683.6,8683.6,6581
97,R97,9159.6,9159.4,4203
98,R98,6830,8633.8,8634.2
99,R99,9047.0,4765,9046.8
100,R100,9588.4,9588.4,2058
101,R101,8431.4,8431.6,7842
102,R102,7870,8426.0,8425.8
103,R103,9754.8,9754.4,1227
104,R104,5770,8845.8,8845.8
105,R105,346,9930.6,9931.0
106,R106,6609,8678.4,8678.0
107,R107,8784.0,6080,8784.2
108,R108,8722.4,6387,8722.4
109,R109,95,9981.2,9981.2
110,R110,8733.4,6333,8733.4
111,R111,8331.4,8342,8331.4
112,R112,9168.0,4161,9167.6
113,R113,8983.8,8984.0,5081
114,R114,2577,9484.4,9484.8
115,R115,8684.6,8684.8,6577
