id,label,attr_0,attr_1,attr_2
1,R1,8709.0,6456,8709.0
2,R2,9753.2,1234,9753.0
3,R3,8375.6,8123,8375.6
4,R4,9826.8,865,9827.2
5,R5,9067.0,4665,9066.8
6,R6,3543,9291.6,9291.6
7,R7,7857,8428.8,8428.4
8,R8,5835,8832.8,8833.2
9,R9,9580.0,9580.0,2100
10,R10,8856.4,5717,8856.4
11,R11,8836.6,5818,8836.2
12,R12,8915.0,5424,8915.2
13,R13,2399,9520.4,9520.2
14,R14,8100.2,9498,8100.4
15,R15,3318,9336.2,9336.2
16,R16,8043.0,9785,8043.0
17,R17,2546,9490.6,9490.8
18,R18,2401,9520.0,9519.6
19,R19,8144.2,9280,8144.2
20,R20,8485.4,7573,8485.6
21,R21,9290.4,3548,9290.4
22,R22,8819.4,8819.4,5902
23,R23,9710.8,1445,9711.2
24,R24,7737,8452.8,8452.8
25,R25,8193.0,9034,8193.2
26,R26,8331.2,8344,8331.0
27,R27,7367,8526.4,8526.8
28,R28,8204.6,8976,8204.6
29,R29,8609.8,8609.8,6952
30,R30,9296.4,9296.0,3519
31,R31,9110.2,4450,9110.2
32,R32,8242.2,8242.4,8788
33,R33,9436.6,2818,9436.6
34,R34,7252,8549.4,8549.4
35,R35,9875.6,9875.4,623
36,R36,9521.2,9521.2,2395
37,R37,9614.6,1928,9614.6
38,R38,9306.8,9306.6,3467
39,R39,8131.6,9343,8131.2
40,R40,9717.6,9717.4,1412
41,R41,9867.4,662,9867.8
42,R42,8103.4,9482,8103.4
43,R43,8822.6,8822.6,5886
44,R44,9870.8,646,9870.6
45,R45,8280.0,8601,8280.0
46,R46,9654.6,1727,9654.4
47,R47,9005.0,9004.8,4976
48,R48,8652.8,6736,8652.6
49,R49,8810.6,5947,8810.4
50,R50,8638.2,6810,8638.0
51,R51,53,9989.6,9989.4
52,R52,4562,9087.8,9087.6
53,R53,8852.2,5740,8852.2
54,R54,8772.0,6139,8772.2
55,R55,9093.0,9093.4,4534
56,R56,8329.4,8352,8329.8
57,R57,3029,9394.0,9394.2
58,R58,9892.8,9892.8,536
59,R59,9467.8,9467.8,2662
60,R60,8942.2,5290,8942.2
61,R61,9874.6,626,9874.6
62,R62,8132,8373.6,8373.4
63,R63,2112,9577.8,9577.6
64,R64,9064.8,4675,9065.0
65,R65,8381.0,8096,8381.0
66,R66,9649.8,9649.8,1752
67,R67,8076.6,9618,8076.2
68,R68,8132.8,8132.8,9336
69,R69,8767.4,6163,8767.6
70,R70,458,9908.2,9908.2
71,R71,9551.8,2240,9552.0
72,R72,8250.4,8250.4,8749
73,R73,8829.8,5850,8829.8
74,R74,6934,8613.2,8613.0
75,R75,2416,9517.0,9516.6
76,R76,7827,8434.4,8434.4
77,R77,9617.4,9617.6,1912
78,R78,6352,8729.4,8729.6
79,R79,9592.2,9592.0,2040
80,R80,9959.6,203,9959.2
81,R81,2865,9427.2,9426.8
82,R82,8951.2,8951.6,5243
83,R83,8294.0,8294.4,8529
84,R84,9985.2,74,9985.2
85,R85,8005,8398.8,8399.0
86,R86,9023.8,4882,9023.8
87,R87,9981.0,94,9981.0
88,R88,1,9999.8,9999.6
89,R89,9659.4,1704,9659.4
90,R90,8335.6,8335.8,8321
91,R91,4485,9103.2,9103.0
92,R92,8874.8,5625,8875.2
93,R93,9357.0,3215,9356.8
94,R94,9369.8,3150,9370.2
95,R95,9596.8,2017,9596.8
96,R96,9712.4,9712.6,1438
97,R97,9364.4,3179,9364.0
98,R98,7237,8552.6,8552.8
99,R99,8602.8,8602.4,6987
100,R100,5721,8855.8,8855.8
101,R101,8603,8279.4,8279.6
102,R102,8483.6,7581,8483.8
103,R103,9642.2,1790,9642.2
104,R104,9871.4,643,9871.6
105,R105,5735,8853.2,8852.8
106,R106,3595,9281.0,9281.2
107,R107,8695.0,8695.2,6525
108,R108,8127.6,9361,8127.8
109,R109,655,9868.8,9869.0
110,R110,9264.0,9264.2,3679
111,R111,9268.0,3661,9267.6
112,R112,3248,9350.2,9350.6
113,R113,6038,8792.6,8792.4
114,R114,9267.2,9267.0,3664
115,R115,8480,8304.0,8304.2
116,R116,1085,9783.0,9783.2
117,R117,9279.8,9279.8,3600
118,R118,9846.4,767,9846.8
119,R119,2985,9403.2,9403.0
120,R120,8204.4,8204.4,8978
121,R121,9211.0,3944,9211.2
122,R122,8422.2,8422.6,7888
123,R123,2414,9517.2,9517.0
124,R124,8253.2,8253.0,8735
125,R125,8742,8251.6,8251.6
126,R126,8546.8,8546.6,7266
127,R127,9851.0,744,9851.2
128,R128,9554.0,2229,9554.2
129,R129,784,9843.0,9843.4
130,R130,8681.8,8681.8,6591
131,R131,8761.2,6195,8760.8
132,R132,7783,8443.4,8443.2
133,R133,5666,8867.0,8866.8
134,R134,9719.2,9719.0,1404
135,R135,8541.8,7290,8542.0
136,R136,8217.8,8217.4,8912
137,R137,1809,9638.2,9638.4
138,R138,8450.8,8451.2,7745
139,R139,9191.0,9190.6,4046
140,R140,9417.8,2910,9417.8
141,R141,9676.6,9676.8,1617
142,R142,1420,9716.0,9715.8
143,R143,9296.0,3519,9296.2
144,R144,9300.6,3496,9300.8
145,R145,9136.8,9136.8,4315
146,R146,8202.6,8987,8202.8
147,R147,9210.6,3947,9210.6
148,R148,6020,8796.0,8796.2
149,R149,9160.6,9160.4,4197
150,R150,9878.2,610,9877.8
151,R151,9433.6,2833,9433.2
152,R152,9244.2,9244.0,3779
153,R153,9150.8,9151.0,4245
154,R154,2467,9506.4,9506.4
155,R155,8485.6,7573,8485.4
156,R156,8018.8,8018.4,9907
157,R157,9718.0,9718.2,1409
158,R158,4641,9071.6,9072.0
159,R159,1438,9712.4,9712.6
160,R160,8814.4,5927,8814.8
161,R161,8299.4,8504,8299.4
162,R162,2750,9450.0,9450.2
163,R163,9218.6,3908,9218.6
164,R164,4347,9130.6,9130.4
165,R165,9206.8,9206.6,3966
166,R166,9774.6,1128,9774.4
167,R167,9480.6,2596,9481.0
168,R168,8217.4,8914,8217.4
169,R169,4654,9069.0,9069.2
170,R170,9646.6,9646.6,1768
171,R171,8330.4,8330.2,8349
172,R172,3517,9296.8,9296.4
173,R173,8817.8,8817.4,5912
174,R174,9778.6,1107,9778.4
175,R175,9886.4,567,9886.8
176,R176,9528,8094.4,8094.4
177,R177,7481,8503.8,8503.8
178,R178,9997.4,13,9997.2
179,R179,8118.2,9408,8118.4
180,R180,8827.8,8827.8,5862
181,R181,9655.8,9656.0,1721
182,R182,1007,9798.4,9798.4
183,R183,8758,8248.4,8248.4
184,R184,9982.4,9982.4,89
185,R185,9632.2,1840,9632.2
186,R186,9072,8185.8,8185.8
187,R187,3218,9356.2,9356.2
188,R188,8911.0,5446,8910.6
189,R189,9122.2,9122.4,4388
190,R190,8514,8297.0,8297.0
191,R191,2062,9587.8,9587.8
192,R192,8555.0,7224,8555.4
193,R193,9059.4,4702,9059.6
194,R194,8664.0,6680,8664.2
195,R195,8709.0,8709.2,6454
196,R196,5307,8938.6,8938.8
197,R197,9498,8100.4,8100.6
