id,label,attr_0,attr_1,attr_2
1,R1,8103.8,9481,8104.0
2,R2,2032,9593.4,9593.6
3,R3,8756.4,6217,8756.6
4,R4,8001.2,9994,8001.0
5,R5,5218,8956.6,8956.2
6,R6,9395,8121.2,8120.8
7,R7,8158.8,9206,8158.6
8,R8,8139.2,8139.2,9304
9,R9,8044.6,8044.4,9777
10,R10,8979.4,5103,8979.6
11,R11,5340,8932.0,8931.8
12,R12,8354.2,8354.0,8229
13,R13,9997.2,15,9997.0
14,R14,885,9822.8,9823.0
15,R15,802,9839.4,9839.4
16,R16,8683.0,6585,8683.0
17,R17,4545,9090.8,9091.0
18,R18,8653,8269.4,8269.4
19,R19,9774.6,9774.8,1126
20,R20,9992.0,39,9992.0
21,R21,8481.6,7592,8481.4
22,R22,5685,8863.0,8863.2
23,R23,8515.4,7423,8515.2
24,R24,9657.4,1712,9657.6
25,R25,8288.4,8559,8288.2
26,R26,8403.4,8403.8,7982
27,R27,8946.8,5265,8947.0
28,R28,8776.0,6121,8775.6
29,R29,3942,9211.8,9211.4
30,R30,8471.8,7642,8471.6
31,R31,9023.6,4882,9023.4
32,R32,9147.4,4262,9147.6
33,R33,9329.8,9329.4,3352
34,R34,9335.2,3323,9335.4
35,R35,8868,8226.6,8226.2
36,R36,8955.8,5221,8956.0
37,R37,8495.4,7524,8495.0
38,R38,9987.6,9987.4,63
39,R39,8808.0,5959,8808.4
40,R40,9382.4,3087,9382.6
41,R41,8050.2,8050.6,9748
42,R42,9747,8050.4,8050.4
43,R43,9255.0,9254.6,3726
44,R44,9353.2,3234,9353.2
45,R45,9234.0,3829,9234.2
46,R46,9980,8003.8,8004.0
47,R47,5543,8891.4,8891.6
48,R48,2691,9461.8,9462.0
49,R49,8674.2,8674.4,6629
50,R50,7364,8527.2,8527.2
51,R51,9748.4,1259,9748.4
52,R52,5105,8979.0,8979.0
53,R53,9442.4,9442.8,2787
54,R54,8707.0,6466,8706.6
55,R55,2341,9532.0,9532.0
56,R56,8530.4,7348,8530.2
57,R57,9715.8,1422,9715.8
58,R58,9891.2,9891.6,543
59,R59,9574.4,9574.8,2127
60,R60,5043,8991.2,8991.6
61,R61,4471,9105.6,9106.0
62,R62,9409.8,2951,9410.0
63,R63,8697.4,8697.6,6512
64,R64,8826.4,5867,8826.8
65,R65,8862.6,5688,8862.4
66,R66,7976,8404.6,8404.6
67,R67,9215,8157.2,8157.0
68,R68,6912,8617.8,8617.8
69,R69,9260.8,3696,9260.8
70,R70,8599,8280.2,8280.4
71,R71,8198.0,8198.2,9010
72,R72,8785.6,8785.4,6073
73,R73,8809.4,8809.4,5952
74,R74,8266.8,8667,8266.6
75,R75,9651,8069.8,8070.0
76,R76,8001.6,8001.2,9993
77,R77,9074.8,4627,9074.4
78,R78,780,9843.8,9843.8
79,R79,3448,9310.2,9310.4
80,R80,8728,8254.6,8254.4
81,R81,8528.4,7359,8528.4
82,R82,8331,8333.6,8334.0
83,R83,2957,9408.8,9408.4
84,R84,9604.4,1978,9604.2
85,R85,9086.0,4571,9085.6
86,R86,9844.8,9844.6,776
87,R87,6796,8640.6,8640.6
88,R88,1277,9744.4,9744.8
89,R89,9193.2,9193.0,4034
90,R90,9433.4,9433.8,2832
91,R91,8328.0,8327.8,8360
92,R92,9281.0,9281.0,3596
93,R93,9012.4,4938,9012.6
94,R94,8029.2,8029.6,9853
95,R95,9525.6,2371,9526.0
96,R96,9195.2,4023,9195.6
97,R97,8515.8,7422,8515.8
98,R98,5663,8867.4,8867.4
99,R99,8327.6,8327.8,8361
100,R100,8706.2,6468,8706.6
101,R101,9300.6,9300.6,3496
102,R102,8226.4,8226.2,8869
103,R103,9276.4,3617,9276.4
104,R104,9649.4,1754,9649.0
105,R105,8348,8330.2,8330.4
106,R106,8624.0,6881,8623.8
107,R107,3889,9222.2,9222.2
108,R108,9593,8081.6,8081.6
109,R109,8646,8270.8,8270.8
110,R110,9235.6,3821,9236.0
111,R111,2800,9440.0,9440.2
112,R112,4600,9079.8,9080.0
113,R113,9283.8,9283.8,3580
114,R114,9488.2,2560,9488.0
115,R115,8622.0,8622.0,6890
116,R116,9445.0,9445.2,2775
117,R117,8625.4,8625.8,6872
118,R118,8122.8,8122.8,9385
119,R119,9502.4,9502.2,2488
120,R120,4553,9089.6,9089.2
121,R121,9008.2,4960,9008.0
122,R122,4068,9186.4,9186.4
123,R123,9831.4,9831.0,844
124,R124,4358,9128.2,9128.6
125,R125,683,9863.4,9863.6
126,R126,8259.4,8704,8259.4
127,R127,9727.4,1362,9727.6
128,R128,9114.2,9114.2,4430
129,R129,9386.2,9386.2,3069
130,R130,9664.4,1678,9664.4
131,R131,5054,8989.4,8989.0
132,R132,9005.0,9005.0,4976
133,R133,9873.2,9873.6,633
134,R134,8927.8,8928.0,5361
135,R135,7117,8576.6,8576.8
136,R136,9216.4,9216.4,3918
137,R137,8658.8,6705,8659.2
138,R138,9425.8,9426.2,2870
139,R139,8691.0,8691.2,6544
140,R140,8922.6,5386,8922.6
141,R141,4527,9094.6,9094.4
142,R142,9318.8,3406,9318.8
143,R143,826,9834.6,9834.8
144,R144,3843,9231.2,9231.6
145,R145,5993,8801.4,8801.6
146,R146,8999.4,8999.4,5002
147,R147,8061.6,8061.8,9691
148,R148,6141,8771.6,8771.6
149,R149,8939.6,5301,8939.6
150,R150,9027.4,4863,9027.4
151,R151,9465.0,9464.8,2676
152,R152,2759,9448.2,9448.0
153,R153,8097.8,9510,8098.2
154,R154,8072.0,9639,8072.2
155,R155,9931.8,341,9931.6
156,R156,1647,9670.4,9670.4
157,R157,9061.8,4692,9061.6
158,R158,9495.6,2521,9496.0
159,R159,9841.0,9841.2,794
160,R160,9571.8,2140,9572.2
161,R161,9309,8138.4,8138.2
162,R162,6422,8715.8,8715.4
163,R163,8283.6,8283.8,8582
164,R164,5083,8983.2,8983.4
165,R165,8211.6,8941,8211.8
166,R166,9224.4,9224.0,3879
167,R167,128,9974.2,9974.6
168,R168,7632,8473.6,8473.4
169,R169,3494,9301.0,9301.2
170,R170,8575.2,7124,8575.0
171,R171,9292.2,9292.2,3538
172,R172,8862.8,5685,8863.0
173,R173,8317.8,8317.4,8412
174,R174,846,9830.8,9830.6
175,R175,9150.4,9150.4,4247
176,R176,8505.2,7474,8505.4
177,R177,8955.2,5223,8955.4
178,R178,8800.2,5999,8800.0
179,R179,9608.4,9608.8,1957
180,R180,9773.2,9773.6,1133
