id,label,attr_0,attr_1,attr_2
1,R1,2997,66,8
2,R2,2759,104,7
3,R3,3022,144,6
4,R4,3137,31,18
5,R5,2985,267,10
6,R6,2973,81,9
7,R7,3399,42,18
8,R8,2531,337,4
9,R9,2998,0,12
10,R10,2729,91,10
11,R11,2941,57,14
12,R12,3038,25,12
13,R13,3000,0,2
14,R14,3300,350,15
15,R15,3238,195,7
16,R16,3007,223,19
17,R17,2582,340,13
18,R18,3140,124,24
19,R19,2870,65,4
20,R20,3103,37,5
21,R21,2980,257,33
22,R22,3059,270,9
23,R23,2789,336,20
24,R24,2960,91,12
25,R25,2922,55,8
26,R26,2947,28,22
27,R27,3050,203,4
28,R28,3047,180,1
29,R29,2913,347,4
30,R30,2650,58,12
31,R31,3132,343,11
32,R32,2591,39,6
33,R33,2842,209,20
34,R34,2923,292,5
35,R35,3159,33,12
36,R36,2966,77,8
37,R37,3235,324,4
38,R38,2839,310,11
39,R39,3295,135,11
40,R40,2744,8,27
41,R41,2934,72,10
42,R42,2910,56,7
43,R43,3222,169,2
44,R44,3108,170,8
45,R45,2629,338,18
46,R46,2743,194,28
47,R47,3390,43,33
48,R48,2651,21,10
49,R49,2742,119,7
50,R50,3394,90,3
51,R51,3002,214,3
52,R52,2736,343,5
53,R53,2966,259,5
54,R54,3385,214,7
55,R55,3281,0,14
56,R56,3279,87,14
57,R57,3010,65,19
58,R58,3371,270,5
59,R59,2706,6,15
60,R60,3051,68,18
61,R61,3205,160,7
62,R62,2946,209,15
63,R63,3238,271,13
64,R64,3429,233,14
65,R65,2430,331,14
66,R66,2994,298,6
67,R67,2853,124,12
68,R68,2861,102,9
69,R69,3296,134,31
70,R70,2794,26,25
71,R71,2959,221,15
72,R72,3363,343,6
73,R73,2957,225,3
74,R74,3141,5,19
75,R75,3104,171,17
76,R76,3022,7,23
77,R77,2866,98,19
78,R78,3407,83,13
79,R79,3102,161,20
80,R80,2892,78,12
81,R81,3183,65,20
82,R82,2922,331,9
83,R83,2545,34,5
84,R84,3062,293,4
85,R85,3001,24,15
86,R86,2717,239,13
87,R87,2597,38,16
88,R88,2933,62,8
89,R89,2884,270,9
90,R90,3169,156,14
91,R91,3125,329,12
92,R92,2898,202,21
93,R93,3012,335,13
94,R94,3425,43,24
95,R95,3199,340,18
96,R96,2330,148,37
97,R97,2735,179,15
98,R98,3054,174,9
99,R99,3451,132,7
100,R100,2964,327,18
101,R101,2716,126,8
102,R102,2867,333,14
103,R103,3034,270,13
104,R104,2257,324,17
105,R105,2827,283,24
106,R106,3278,249,4
107,R107,3265,19,9
108,R108,3184,15,15
109,R109,3008,249,20
110,R110,2592,358,17
111,R111,3156,89,20
112,R112,3050,183,16
113,R113,2840,48,18
114,R114,2797,98,7
115,R115,3118,63,7
116,R116,2944,13,18
117,R117,3286,268,6
118,R118,2930,310,4
119,R119,2930,342,10
120,R120,3162,0,7
121,R121,3168,205,13
122,R122,2768,12,17
123,R123,3303,11,7
124,R124,2355,93,21
125,R125,3225,135,11
126,R126,3078,279,22
127,R127,3067,121,12
128,R128,2908,144,6
129,R129,3040,68,17
130,R130,3005,29,10
131,R131,3207,309,21
132,R132,2613,78,12
133,R133,3154,53,14
134,R134,2765,194,19
135,R135,3094,239,12
136,R136,2911,94,18
137,R137,2535,78,32
138,R138,3375,339,3
139,R139,2756,300,10
140,R140,3032,257,11
141,R141,3052,19,14
142,R142,2824,148,4
143,R143,3264,45,14
144,R144,3015,77,3
145,R145,2890,133,9
146,R146,3295,167,9
147,R147,3049,90,16
148,R148,3164,131,9
149,R149,2992,348,12
150,R150,2991,34,10
151,R151,2392,141,34
152,R152,3188,129,7
153,R153,3233,31,10
154,R154,2316,12,38
155,R155,3255,343,7
156,R156,2756,20,5
157,R157,2792,54,4
158,R158,2528,343,38
159,R159,3175,59,6
160,R160,2395,349,32
161,R161,3271,6,2
162,R162,2550,190,27
163,R163,3183,70,10
164,R164,2580,149,15
165,R165,2995,81,7
166,R166,3069,129,3
167,R167,2800,265,15
168,R168,2791,58,9
169,R169,2972,155,10
170,R170,3131,21,13
171,R171,2932,45,12
172,R172,2878,97,22
173,R173,3284,22,4
174,R174,2859,38,8
175,R175,2949,112,8
176,R176,2639,135,31
177,R177,3314,207,20
178,R178,1921,54,23
179,R179,2782,344,9
180,R180,2364,86,32
181,R181,2624,38,9
182,R182,2991,71,12
183,R183,3124,21,7
184,R184,3371,52,6
185,R185,2667,37,9
186,R186,1885,30,19
187,R187,3355,342,9
188,R188,3209,237,7
189,R189,2911,60,14
190,R190,2959,61,12
191,R191,2627,350,12
192,R192,3311,109,20
193,R193,3223,212,18
194,R194,2793,76,8
195,R195,2785,146,3
196,R196,2925,163,27
197,R197,2869,10,17
198,R198,2796,153,18
199,R199,2997,327,7
200,R200,3202,160,19
201,R201,2922,84,7
202,R202,3200,87,10
203,R203,2987,352,13
204,R204,3001,112,26
205,R205,2924,296,6
206,R206,2989,350,21
207,R207,2278,305,31
208,R208,3132,69,11
209,R209,2545,46,13
210,R210,3181,188,13
211,R211,3070,81,16
212,R212,3214,67,19
213,R213,3515,94,22
214,R214,3051,102,16
215,R215,3243,218,12
216,R216,3352,291,8
217,R217,3305,257,16
218,R218,2332,153,21
219,R219,3184,189,17
220,R220,2838,50,20
221,R221,3017,128,10
222,R222,2722,356,25
223,R223,3261,60,8
224,R224,3186,338,12
225,R225,3117,331,12
226,R226,3068,257,13
227,R227,2983,325,8
228,R228,3213,189,3
229,R229,2836,331,23
230,R230,3250,349,15
231,R231,3143,210,11
232,R232,2939,59,15
233,R233,3021,159,19
234,R234,3082,55,31
235,R235,2926,273,23
236,R236,2782,9,13
237,R237,3093,242,11
238,R238,2830,115,13
239,R239,2952,84,10
240,R240,3201,46,16
241,R241,3248,207,4
242,R242,3122,334,28
243,R243,2906,41,10
