id,label,attr_0,attr_1,attr_2
1,R1,2155,9,25
2,R2,3087,164,21
3,R3,2684,24,10
4,R4,2801,41,14
5,R5,2574,69,12
6,R6,3049,358,17
7,R7,3090,133,8
8,R8,2814,244,31
9,R9,3205,19,25
10,R10,3334,89,9
11,R11,2832,184,17
12,R12,3157,206,21
13,R13,2810,227,20
14,R14,2925,73,26
15,R15,2792,63,8
16,R16,2461,202,11
17,R17,3126,176,13
18,R18,2879,238,19
19,R19,3022,192,10
20,R20,3196,275,8
21,R21,2959,74,20
22,R22,2970,6,9
23,R23,3230,238,7
24,R24,2591,310,12
25,R25,2875,56,21
26,R26,2697,241,10
27,R27,2949,30,14
28,R28,3043,100,31
29,R29,2561,27,15
30,R30,2955,272,17
31,R31,3023,242,17
32,R32,2666,87,21
33,R33,3112,128,11
34,R34,3000,151,11
35,R35,2939,72,5
36,R36,3334,138,12
37,R37,2838,333,22
38,R38,3139,39,20
39,R39,2610,143,5
40,R40,3157,33,14
41,R41,3060,79,9
42,R42,3268,291,12
43,R43,2651,57,25
44,R44,3294,202,9
45,R45,2615,112,18
46,R46,3228,220,4
47,R47,2833,90,25
48,R48,3161,50,8
49,R49,2912,339,13
50,R50,2601,355,18
51,R51,2978,131,13
52,R52,3158,21,19
53,R53,3087,15,14
54,R54,3274,28,15
55,R55,3003,111,36
56,R56,2962,358,16
57,R57,3125,278,13
58,R58,2991,266,12
59,R59,3193,135,3
60,R60,3468,119,22
61,R61,3107,77,4
62,R62,3227,308,6
63,R63,3368,187,8
64,R64,2719,19,17
65,R65,2189,133,30
66,R66,3243,194,4
67,R67,2945,9,14
68,R68,3057,248,21
69,R69,2627,357,20
70,R70,3108,27,15
71,R71,2793,324,22
72,R72,3093,140,4
73,R73,3003,4,12
74,R74,3203,37,21
75,R75,3296,328,16
76,R76,2841,13,10
77,R77,3177,330,4
78,R78,3276,282,13
79,R79,2967,90,16
80,R80,2977,177,12
81,R81,2969,284,17
82,R82,2633,50,18
83,R83,3031,109,21
84,R84,3185,212,16
85,R85,1995,262,12
86,R86,3246,144,34
87,R87,3001,86,3
88,R88,2995,189,10
89,R89,3199,50,4
90,R90,3171,189,16
91,R91,2829,36,15
92,R92,2945,96,7
93,R93,3221,50,7
94,R94,2914,206,6
95,R95,3079,201,9
96,R96,2875,59,26
97,R97,2581,81,11
98,R98,2515,123,5
99,R99,2267,0,36
100,R100,2750,154,13
101,R101,3171,321,20
102,R102,3034,236,5
103,R103,3420,271,23
104,R104,2779,48,6
105,R105,2658,110,13
106,R106,2895,45,5
107,R107,2983,342,28
108,R108,3167,98,33
109,R109,3107,286,23
110,R110,2515,346,35
111,R111,3103,65,4
112,R112,3001,95,23
113,R113,2099,135,12
114,R114,3222,263,15
115,R115,3193,104,18
116,R116,2991,332,5
117,R117,3314,39,10
118,R118,3307,332,9
119,R119,2907,18,16
120,R120,3034,284,19
121,R121,3242,331,6
122,R122,2217,335,16
123,R123,2954,174,13
124,R124,2732,74,7
125,R125,2327,9,30
126,R126,2955,162,8
127,R127,2929,32,6
128,R128,3342,357,18
129,R129,2773,190,12
130,R130,2600,227,11
131,R131,2812,296,10
132,R132,2952,52,16
133,R133,3284,305,25
134,R134,2616,102,17
135,R135,3133,352,8
136,R136,2958,333,16
137,R137,3103,351,9
138,R138,3234,153,6
139,R139,3098,250,13
140,R140,2679,211,36
141,R141,3039,167,9
142,R142,2435,312,12
143,R143,2725,83,11
144,R144,2821,41,9
145,R145,3228,286,6
146,R146,3165,352,8
147,R147,2685,45,4
148,R148,3002,169,9
149,R149,3041,38,3
150,R150,3024,83,12
151,R151,2824,350,17
152,R152,2828,317,16
153,R153,3081,351,6
154,R154,2727,153,10
155,R155,3014,308,15
156,R156,2501,130,8
157,R157,2748,45,2
158,R158,3007,45,5
159,R159,3020,11,8
160,R160,2894,24,3
161,R161,2988,205,10
162,R162,2869,54,7
163,R163,2523,212,22
164,R164,2794,15,8
165,R165,2141,324,16
166,R166,3124,24,11
167,R167,3044,122,14
168,R168,3008,117,19
169,R169,3136,344,20
170,R170,2673,182,7
171,R171,3065,155,19
172,R172,2915,273,15
173,R173,3251,193,8
174,R174,2649,76,12
175,R175,3155,76,6
176,R176,2989,117,17
177,R177,3190,295,29
178,R178,3241,316,16
179,R179,3272,263,9
180,R180,2833,203,4
181,R181,2725,285,26
182,R182,3060,90,18
183,R183,3017,7,18
184,R184,3264,158,3
185,R185,2614,150,16
186,R186,2690,179,10
187,R187,3342,90,8
188,R188,3055,47,10
189,R189,3278,3,19
190,R190,2848,204,20
191,R191,3082,345,5
192,R192,3113,200,35
193,R193,2667,69,16
194,R194,3234,245,13
195,R195,2922,44,17
196,R196,3054,118,10
197,R197,3287,101,16
198,R198,2700,27,19
199,R199,3186,344,23
200,R200,3165,342,24
201,R201,2720,346,4
202,R202,3133,256,9
203,R203,2687,97,15
204,R204,2487,191,29
205,R205,2929,319,15
206,R206,2973,280,9
207,R207,3122,78,10
208,R208,2959,18,12
209,R209,3102,172,19
210,R210,3229,207,6
211,R211,3256,166,12
212,R212,3024,273,17
213,R213,2591,224,22
214,R214,3138,53,5
215,R215,2791,100,12
216,R216,2996,82,9
217,R217,2769,133,9
218,R218,2847,79,24
219,R219,3008,75,15
220,R220,3097,175,11
221,R221,3265,128,10
222,R222,3308,354,7
223,R223,2371,101,21
224,R224,2787,265,19
225,R225,2814,349,4
226,R226,3315,155,10
227,R227,2998,171,19
228,R228,3008,253,13
229,R229,2909,264,7
230,R230,3130,263,8
231,R231,2858,21,18
232,R232,3014,45,8
233,R233,2916,348,13
234,R234,3240,51,12
235,R235,3149,290,20
236,R236,2646,108,6
237,R237,3179,202,5
238,R238,3167,333,12
239,R239,2887,327,18
240,R240,3159,4,19
241,R241,2858,132,19
242,R242,3035,334,15
243,R243,3214,34,3
244,R244,3295,359,15
