id,label,attr_0,attr_1,attr_2
1,R1,3333,103,17
2,R2,3016,208,11
3,R3,2962,174,14
4,R4,3191,30,8
5,R5,3212,62,9
6,R6,2536,144,6
7,R7,3108,276,11
8,R8,3305,86,23
9,R9,3341,303,13
10,R10,2302,66,28
11,R11,2908,326,14
12,R12,3096,20,6
13,R13,2785,318,25
14,R14,3251,108,18
15,R15,3023,67,27
16,R16,3004,288,12
17,R17,2826,235,24
18,R18,3422,337,7
19,R19,3022,111,11
20,R20,2979,355,15
21,R21,3160,131,15
22,R22,2908,218,13
23,R23,2568,47,16
24,R24,2326,105,5
25,R25,2203,23,28
26,R26,3076,79,1
27,R27,3180,109,23
28,R28,2749,286,17
29,R29,3120,169,18
30,R30,3387,178,19
31,R31,2820,59,17
32,R32,2933,113,18
33,R33,2682,340,10
34,R34,3039,303,22
35,R35,3168,353,8
36,R36,3126,12,14
37,R37,3096,202,17
38,R38,2608,66,27
39,R39,3390,183,14
40,R40,2679,42,14
41,R41,2881,55,25
42,R42,3033,6,5
43,R43,2766,332,25
44,R44,3093,3,15
45,R45,2399,316,27
46,R46,2706,24,17
47,R47,2824,128,8
48,R48,3080,229,5
49,R49,2301,347,19
50,R50,3048,133,8
51,R51,2837,355,13
52,R52,3281,22,24
53,R53,3404,220,18
54,R54,2655,342,15
55,R55,2839,139,10
56,R56,2973,103,18
57,R57,2987,20,6
58,R58,3242,101,8
59,R59,2948,55,17
60,R60,2912,252,10
61,R61,2976,4,15
62,R62,2319,3,5
63,R63,3252,271,15
64,R64,3236,345,7
65,R65,2473,39,18
66,R66,3044,24,6
67,R67,2822,290,20
68,R68,2975,253,15
69,R69,3073,214,15
70,R70,3014,71,17
71,R71,2872,91,9
72,R72,3197,355,24
73,R73,3023,84,22
74,R74,2968,130,11
75,R75,2954,49,10
76,R76,2978,244,7
77,R77,3071,13,4
78,R78,2763,30,7
79,R79,3218,117,14
80,R80,3067,218,15
81,R81,2859,134,25
82,R82,3508,79,31
83,R83,2806,16,10
84,R84,3097,5,11
85,R85,3066,67,5
86,R86,2616,66,16
87,R87,3257,27,8
88,R88,2985,5,5
89,R89,2849,345,21
90,R90,2438,4,12
91,R91,3260,343,26
92,R92,2751,342,11
93,R93,3091,19,19
94,R94,2029,2,38
95,R95,3141,328,21
96,R96,3195,318,18
97,R97,2915,346,30
98,R98,2997,266,14
99,R99,2957,304,14
100,R100,2469,99,16
101,R101,2120,31,33
102,R102,2921,93,16
103,R103,3261,47,12
104,R104,2543,87,10
105,R105,3006,113,16
