id,label,attr_0,attr_1,attr_2
1,R1,7917,3460,7010
2,R2,9702,619,308
3,R3,8831,2675,9412
4,R4,1346,1757,8690
5,R5,3707,1609,3351
6,R6,846,1526,9660
7,R7,5438,3932,8039
8,R8,7761,7658,6984
9,R9,5969,9069,4632
10,R10,276,1422,970
11,R11,5085,6709,10
12,R12,2314,7794,4244
13,R13,4443,752,2745
14,R14,6541,9255,9438
15,R15,5572,8939,7077
16,R16,143,2252,7931
17,R17,3555,4251,7878
18,R18,3103,1337,2574
19,R19,7498,1658,1954
20,R20,6258,787,3242
21,R21,4832,7910,2569
22,R22,3106,9210,4342
23,R23,2027,3598,8074
24,R24,7875,1588,7121
25,R25,6043,1677,138
26,R26,2056,2063,1108
27,R27,7115,308,9851
28,R28,4225,1485,1589
29,R29,5354,795,3677
30,R30,9952,1779,8327
31,R31,7008,3544,4334
32,R32,8623,5639,8645
33,R33,5181,5946,8790
34,R34,2020,4862,1282
35,R35,9439,9934,5654
36,R36,1020,1003,4726
37,R37,9292,6180,5893
38,R38,3530,9346,7638
39,R39,7102,2635,4063
40,R40,5918,4752,839
41,R41,4079,6639,3361
42,R42,5375,2787,9558
43,R43,5313,8396,5404
44,R44,5299,8479,1697
45,R45,6224,9433,7040
46,R46,9223,8643,1549
47,R47,3954,977,3371
48,R48,1067,1532,8834
49,R49,1706,3379,1150
50,R50,1854,6517,3606
51,R51,5602,6779,7736
52,R52,3830,3868,9729
53,R53,5263,4627,1996
54,R54,5632,3155,694
55,R55,1125,2534,4080
56,R56,1232,219,3372
57,R57,1836,1896,5660
58,R58,5737,3331,8462
59,R59,8083,2452,9376
60,R60,1764,1459,5528
61,R61,7594,3300,6709
62,R62,9742,2142,2522
63,R63,2699,6457,3867
64,R64,5550,9305,7306
65,R65,8405,9457,2164
66,R66,8909,5795,9329
67,R67,4654,5272,8845
68,R68,8802,5436,4615
69,R69,1616,1056,7223
70,R70,6625,5643,4742
71,R71,2772,706,737
72,R72,8837,5294,2396
73,R73,4566,3157,6241
74,R74,6183,3906,7622
75,R75,6540,6602,7742
76,R76,8800,1990,1002
77,R77,3604,6277,7504
78,R78,2914,4716,3661
79,R79,7933,7635,5397
80,R80,8512,7400,6444
81,R81,8462,3069,6611
82,R82,8109,7625,6041
83,R83,7707,4371,6798
84,R84,4413,7938,1041
85,R85,1929,7604,7564
86,R86,2088,4192,8976
87,R87,5537,9290,9934
88,R88,7642,4286,9790
89,R89,6321,2188,4798
90,R90,6485,4491,5110
91,R91,2438,2257,9633
92,R92,8726,9150,9815
93,R93,1787,281,4502
94,R94,5385,2888,5332
95,R95,2862,9381,4471
96,R96,5843,3161,9649
97,R97,9310,1886,6417
